canonical_structure_group_id,canonical_smiles,InChIKey,aliases,references,solvent,n_measurements,E00_mean,E00_median,E00_std,E00_min,E00_max,E00_range,primary_target,source_domain_status,generic_bemis_murcko_scaffold,bemis_murcko_scaffold,CzBN_domain_status,CzBN_substituent_family,CzBN_structural_cluster
E00_133_00001,BrCCCCCCCCCCCCOc1cc2ccc3cccc4ccc(c1)c2c34,XGPJSGXGSRYVHR-UHFFFAOYSA-N,,http://dx.doi.org/10.1021/ja2006862,toluene,1,3.2291666666666665,3.2291666666666665,0.0,3.2291666666666665,3.2291666666666665,0.0,3.2291666666666665,general_only,C1CC2CCC3CCCC4CCC(C1)C2C34,c1cc2ccc3cccc4ccc(c1)c2c34,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00002,Brc1ccc(Nc2ccc3ccccc3n2)cc1,LPIVLGOHRPHVOO-UHFFFAOYSA-N,,https://doi.org/10.1016/j.jlumin.2018.12.059,toluene,1,3.3410567350333777,3.3410567350333777,0.0,3.3410567350333777,3.3410567350333777,0.0,3.3410567350333777,general_only,C1CCC(CC2CCC3CCCCC3C2)CC1,c1ccc(Nc2ccc3ccccc3n2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00003,C#CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,NEVQIVQOUXGAJH-LHFMAAMQSA-N,,10.1021/jp901867h,toluene,1,3.5896921017402947,3.5896921017402947,0.0,3.5896921017402947,3.5896921017402947,0.0,3.5896921017402947,general_only,C1CCC2C(C1)CCCC2CC1CC2CCC1CC2,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00004,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,HZLIYQYOKQCYPW-UHFFFAOYSA-N,,https://doi.org/10.1016/j.molliq.2019.04.058,toluene,1,2.7510346009746063,2.7510346009746063,0.0,2.7510346009746063,2.7510346009746063,0.0,2.7510346009746063,general_only,C1CC2CC3CCCC3CC2C1,[BH2-]1n2cccc2C=C2C=CC=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00005,C#CCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(O)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,WGEMQNQKLMUDIF-UHFFFAOYSA-N,,DOI: 10.1021/ol902140v,toluene,1,1.777120740809182,1.777120740809182,0.0,1.777120740809182,1.777120740809182,0.0,1.777120740809182,general_only,C1CCC(C2CC(C3CCCCC3)C3CC4C(C5CCCCC5)CC(C5CCCCC5)C4CC23)CC1,[BH2-]1n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00006,C(#Cc1cc2ccc3cc(C#Cc4ccccc4)cc4ccc(c1)c2c34)c1ccccc1,PWEPNPPYNAIHNX-UHFFFAOYSA-N,,http://dx.doi.org/10.1021/ja2006862,toluene,1,2.995448710467966,2.995448710467966,0.0,2.995448710467966,2.995448710467966,0.0,2.995448710467966,general_only,C1CCC(CCC2CC3CCC4CC(CCC5CCCCC5)CC5CCC(C2)C3C45)CC1,C(#Cc1cc2ccc3cc(C#Cc4ccccc4)cc4ccc(c1)c2c34)c1ccccc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00007,C(#Cc1cc2ccc3cccc4ccc(c1)c2c34)c1ccccc1,BUIMZPOPFDNUGO-UHFFFAOYSA-N,,http://dx.doi.org/10.1021/ja2006862,toluene,1,3.143628301523038,3.143628301523038,0.0,3.143628301523038,3.143628301523038,0.0,3.143628301523038,general_only,C1CCC(CCC2CC3CCC4CCCC5CCC(C2)C3C45)CC1,C(#Cc1cc2ccc3cccc4ccc(c1)c2c34)c1ccccc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00008,C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccccc1,VWQZGWYEULIHEL-UHFFFAOYSA-N,,DOI: 10.1021/jo0703911,toluene,1,3.587795183539864,3.587795183539864,0.0,3.587795183539864,3.587795183539864,0.0,3.587795183539864,general_only,C1CCC(CCC2CCC(C3C4CCCCC4C4CCCCC43)CC2)CC1,C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccccc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00009,C(#Cc1ccc(N(c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,KIMIZISALPYGGE-UHFFFAOYSA-N,,https://doi.org/10.1016/j.tetlet.2012.01.116,toluene,1,3.095610701244504,3.095610701244504,0.0,3.095610701244504,3.095610701244504,0.0,3.095610701244504,general_only,C1CCC(C2CC(C3CCCCC3)CC(C3CCC(CCC4CCC(C(C5CCC(CCC6CCC(C7CC(C8CCCCC8)CC(C8CCCCC8)C7)CC6)CC5)C5CCC(CCC6CCC(C7CC(C8CCCCC8)CC(C8CCCCC8)C7)CC6)CC5)CC4)CC3)C2)CC1,C(#Cc1ccc(N(c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00010,C(#Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1,YRTLXHUVJXZUIN-UHFFFAOYSA-N,,http://dx.doi.org/10.1021/ja2006862,toluene,1,3.298384931681056,3.298384931681056,0.0,3.298384931681056,3.298384931681056,0.0,3.298384931681056,general_only,C1CCC(CCC2CCC3CCC4CCCC5CCC2C3C45)CC1,C(#Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00011,C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccc(C#Cc3ccc4ncsc4c3)cc2)c2ccc(C#Cc3ccc4ncsc4c3)cc2)cc1,QIEJHMSUOJPBON-UHFFFAOYSA-N,,DOI: 10.1021/jo201411t,toluene,1,3.1291634884312227,3.1291634884312227,0.0,3.1291634884312227,3.1291634884312227,0.0,3.1291634884312227,general_only,C1CC2CCC(CCC3CCC(C(C4CCC(CCC5CCC6CCCC6C5)CC4)C4CCC(CCC5CCC6CCCC6C5)CC4)CC3)CC2C1,C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccc(C#Cc3ccc4ncsc4c3)cc2)c2ccc(C#Cc3ccc4ncsc4c3)cc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00012,C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,FGMSONACRHPECD-UHFFFAOYSA-N,,DOI: 10.1021/jo201411t,toluene,1,3.1472282678274226,3.1472282678274226,0.0,3.1472282678274226,3.1472282678274226,0.0,3.1472282678274226,general_only,C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC4CCCC4C3)CC2)CC1,C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00013,C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,KGXXGGOTWZIPSI-UHFFFAOYSA-N,,DOI: 10.1021/jo0703911,toluene,1,3.5029921059332825,3.5029921059332825,0.0,3.5029921059332825,3.5029921059332825,0.0,3.5029921059332825,general_only,C1CC(CCC2CCC(C3C4CCCCC4C4CCCCC43)CC2)CC(CCC2CCC(C3C4CCCCC4C4CCCCC43)CC2)C1,C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00014,C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccc(C#Cc3nc4ccccc4s3)cc2)c2ccc(C#Cc3nc4ccccc4s3)cc2)cc1,POYIWYQPIKHWSL-UHFFFAOYSA-N,,DOI: 10.1021/jo201411t,toluene,1,2.963224893917963,2.963224893917963,0.0,2.963224893917963,2.963224893917963,0.0,2.963224893917963,general_only,C1CCC2CC(CCC3CCC(C(C4CCC(CCC5CC6CCCCC6C5)CC4)C4CCC(CCC5CC6CCCCC6C5)CC4)CC3)CC2C1,C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccc(C#Cc3nc4ccccc4s3)cc2)c2ccc(C#Cc3nc4ccccc4s3)cc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00015,C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,FRYUKSRUSOFWLF-UHFFFAOYSA-N,,DOI: 10.1021/jo201411t,toluene,1,3.0167024463893934,3.0167024463893934,0.0,3.0167024463893934,3.0167024463893934,0.0,3.0167024463893934,general_only,C1CCC(C(C2CCCCC2)C2CCC(CCC3CC4CCCCC4C3)CC2)CC1,C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00016,C(=C/c1cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,FQNQULQLBPDOLS-WUOFIQDXSA-N,,DOI: 10.1021/acs.jpcc.8b12248,toluene,1,3.3432361126170083,3.3432361126170083,0.0,3.3432361126170083,3.3432361126170083,0.0,3.3432361126170083,general_only,C1CCC2C(C1)C1CCCCC1C2C1CCC(CCC2CC(CCC3CCC(C4C5CCCCC5C5CCCCC54)CC3)CC(CCC3CCC(C4C5CCCCC5C5CCCCC54)CC3)C2)CC1,C(=C/c1cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00017,C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,WPIBFDAAOFPGHD-GPAWKIAZSA-N,,doi:10.1016/j.optmat.2004.02.022,toluene,1,2.57379576355254,2.57379576355254,0.0,2.57379576355254,2.57379576355254,0.0,2.57379576355254,general_only,C1CCC2C(C1)C1CCCCC1C2C1CCC(CCC2CCC(C3CCC(CCC4CCC(C5C6CCCCC6C6CCCCC65)CC4)C3)C2)CC1,C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00018,C(=C/c1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)cc3)o2)cc1)\c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,QKLDMZHEXPHPNB-MBALSZOMSA-N,,https://doi.org/10.1016/j.jphotochem.2017.05.025,toluene,1,2.954971273313899,2.954971273313899,0.0,2.954971273313899,2.954971273313899,0.0,2.954971273313899,general_only,C1CCC(C2CC(C3CCC(CCC4CCC(C5CCC(C6CCC(CCC7CCC(C8CC(C9CCCCC9)C(C9CCCCC9)C8)CC7)CC6)C5)CC4)CC3)CC2C2CCCCC2)CC1,C(=C/c1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)cc3)o2)cc1)\c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00019,C(=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,FNTXOILWZRIZJS-XPWSMXQVSA-N,,https://doi.org/10.1021/acsmaterialslett.9b00536,toluene,1,3.1518661518661517,3.1518661518661517,0.0,3.1518661518661517,3.1518661518661517,0.0,3.1518661518661517,general_only,C1CCC2C(C1)C1CCCCC1C2C1CCC(CCC2CCC(C3CCC(CCC4CCC(C5C6CCCCC6C6CCCCC65)CC4)CC3)CC2)CC1,C(=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00020,C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,VIGCQTBKIXJJHG-GPAWKIAZSA-N,,https://doi.org/10.1016/j.optmat.2013.12.047,toluene,1,2.204749144758129,2.204749144758129,0.0,2.204749144758129,2.204749144758129,0.0,2.204749144758129,general_only,C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC(CCC4CCC(C(C5CCCCC5)C5CCCCC5)CC4)C4CCCC34)CC2)CC1,C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00021,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)\c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,HHDLSOSMMPVIJN-JCLOTSFOSA-N,,https://doi.org/10.1016/j.tetlet.2012.01.116,toluene,1,2.8426672249555116,2.8426672249555116,0.0,2.8426672249555116,2.8426672249555116,0.0,2.8426672249555116,general_only,C1CCC(C2CC(C3CCCCC3)CC(C3CCC(CCC4CCC(C(C5CCC(CCC6CCC(C7CC(C8CCCCC8)CC(C8CCCCC8)C7)CC6)CC5)C5CCC(CCC6CCC(C7CC(C8CCCCC8)CC(C8CCCCC8)C7)CC6)CC5)CC4)CC3)C2)CC1,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)\c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00022,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,GIBNQPKCPVHOJB-HUJXRBPWSA-N,,https://doi.org/10.1016/j.omx.2019.100013,toluene,1,2.843352527191299,2.843352527191299,0.0,2.843352527191299,2.843352527191299,0.0,2.843352527191299,general_only,C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC(C(C4CCC(CCC5CCC(C(C6CCCCC6)C6CCCCC6)CC5)CC4)C4CCC(C5CC6CCCCC6CC5C5CCC(C(C6CCC(CCC7CCC(C(C8CCCCC8)C8CCCCC8)CC7)CC6)C6CCC(CCC7CCC(C(C8CCCCC8)C8CCCCC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00023,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,BYQUATFUEUGHHL-NNRBDQINSA-N,,https://doi.org/10.1016/j.optmat.2013.12.047,toluene,1,2.1726321182842923,2.1726321182842923,0.0,2.1726321182842923,2.1726321182842923,0.0,2.1726321182842923,general_only,C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC(C(C4CCC(CCC5CCC(C(C6CCCCC6)C6CCCCC6)CC5)CC4)C4CCC(CCC5CCC(CCC6CCC(C(C7CCC(CCC8CCC(C(C9CCCCC9)C9CCCCC9)CC8)CC7)C7CCC(CCC8CCC(C(C9CCCCC9)C9CCCCC9)CC8)CC7)CC6)C6CCCC56)CC4)CC3)CC2)CC1,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00024,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ONFSYSWBTGIEQE-NBHCHVEOSA-N,,doi:10.1016/j.cplett.2010.11.037 | https://doi.org/10.1016/j.dyepig.2009.11.009,toluene,2,2.8700290563599955,2.8700290563599955,0.0035883191310028613,2.8674917315694017,2.872566381150589,0.005074649581187085,2.8700290563599955,general_only,C1CCC(C(C2CCCCC2)C2CCC(CCC3CCC(CCC4CCC(C(C5CCCCC5)C5CCCCC5)CC4)CC3)CC2)CC1,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00025,C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1,NGCXGBWXQIJCJT-XRQSTUJTSA-N,,https://doi.org/10.1016/j.omx.2019.100013,toluene,1,2.8034386570971934,2.8034386570971934,0.0,2.8034386570971934,2.8034386570971934,0.0,2.8034386570971934,general_only,C1CCC(CCC2CCC(C(C3CCC(CCC4CCCCC4)CC3)C3CCC(C4CC5CCCCC5CC4C4CCC(C(C5CCC(CCC6CCCCC6)CC5)C5CCC(CCC6CCCCC6)CC5)CC4)CC3)CC2)CC1,C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00026,C(=C/c1nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,BTBRFNZKOAOGNR-LWBMHTORSA-N,,DOI: 10.1021/acs.jpcc.8b12248,toluene,1,2.9624837558237855,2.9624837558237855,0.0,2.9624837558237855,2.9624837558237855,0.0,2.9624837558237855,general_only,C1CCC2C(C1)C1CCCCC1C2C1CCC(CCC2CC(CCC3CCC(C4C5CCCCC5C5CCCCC54)CC3)CC(CCC3CCC(C4C5CCCCC5C5CCCCC54)CC3)C2)CC1,C(=C/c1nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00027,C1=C(c2ccccc2)C2=Nc3c(-c4ccccc4)cc4n3[B-]3(Oc5ccccc5C1=[N+]23)Oc1ccccc1-4,YQGRDSXMSUJOPZ-UHFFFAOYSA-N,,DOI: 10.1039/c4cs00030g,toluene,1,1.6827475473588074,1.6827475473588074,0.0,1.6827475473588074,1.6827475473588074,0.0,1.6827475473588074,general_only,C1CCC(C2CC3C4CCCCC4CC45CC6CCCCC6C6CC(C7CCCCC7)C(CC2C34)C65)CC1,C1=C(c2ccccc2)C2=Nc3c(-c4ccccc4)cc4n3[B-]3(Oc5ccccc5C1=[N+]23)Oc1ccccc1-4,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00028,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,HAQKXBQSMJUSGJ-CRQXNEITSA-N,,http://dx.doi.org/10.1016/j.jlumin.2017.03.042,toluene,1,2.1627159799233056,2.1627159799233056,0.0,2.1627159799233056,2.1627159799233056,0.0,2.1627159799233056,general_only,C1CCC(C2CCC(CCCCCCC3CCC(C4CCCC4)C3)C2)C1,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00029,C1=Nc2cccc3cccc(c23)N1,AAQTWLBJPNLKHT-UHFFFAOYSA-N,,https://doi.org/10.1007/s10895-019-02361-9,toluene,1,3.1866711045112397,3.1866711045112397,0.0,3.1866711045112397,3.1866711045112397,0.0,3.1866711045112397,general_only,C1CC2CCCC3CCCC(C1)C23,C1=Nc2cccc3cccc(c23)N1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00030,C1=[N+](c2ccccc2)[B-](c2ccccc2)(c2ccccc2)Oc2c1ccc1c3c(ccc21)C=[N+](c1ccccc1)[B-](c1ccccc1)(c1ccccc1)O3,HOZZTBUKBKIDJX-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.7b01001,toluene,1,2.1866167501363614,2.1866167501363614,0.0,2.1866167501363614,2.1866167501363614,0.0,2.1866167501363614,general_only,C1CCC(C2CC3CCC4C5CC(C6CCCCC6)(C6CCCCC6)C(C6CCCCC6)CC5CCC4C3CC2(C2CCCCC2)C2CCCCC2)CC1,C1=[N+](c2ccccc2)[B-](c2ccccc2)(c2ccccc2)Oc2c1ccc1c3c(ccc21)C=[N+](c1ccccc1)[B-](c1ccccc1)(c1ccccc1)O3,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00031,C1=[N+](c2ccccc2)[B-]2(Oc3c1ccc1c4c(ccc31)C=[N+](c1ccccc1)[B-]1(O4)c3ccccc3Oc3ccccc31)c1ccccc1Oc1ccccc12,LCBSYYWTGVGJEH-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.7b01001,toluene,1,2.1541194357885862,2.1541194357885862,0.0,2.1541194357885862,2.1541194357885862,0.0,2.1541194357885862,general_only,C1CCC(C2CC3CCC4C5CC6(C7CCCCC7CC7CCCCC76)C(C6CCCCC6)CC5CCC4C3CC23C2CCCCC2CC2CCCCC23)CC1,C1=[N+](c2ccccc2)[B-]2(Oc3c1ccc1c4c(ccc31)C=[N+](c1ccccc1)[B-]1(O4)c3ccccc3Oc3ccccc31)c1ccccc1Oc1ccccc12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00032,C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,HFSYPELWEAKVJH-AJBXEQJSSA-N,,10.1021/jp901867h,toluene,1,3.597225141896153,3.597225141896153,0.0,3.597225141896153,3.597225141896153,0.0,3.597225141896153,general_only,C1CCC(CCC(C2CC3CCC2CC3)C2CCCC3CCCCC32)CC1,c1ccc(CO[C@@H](c2ccnc3ccccc23)C2CC3CCN2CC3)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00033,C=CCOC(=O)C(C#N)=C1C=C(/C=C/c2ccc(N(C)C)cc2)OC(/C=C/c2ccc(N(C)C)cc2)=C1,HSCUHIARZUYBFO-JYFOCSDGSA-N,,10.1021/ma802532b,toluene,1,2.4427310400073945,2.4427310400073945,0.0,2.4427310400073945,2.4427310400073945,0.0,2.4427310400073945,general_only,CC1CC(CCC2CCCCC2)CC(CCC2CCCCC2)C1,C=C1C=C(/C=C/c2ccccc2)OC(/C=C/c2ccccc2)=C1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00034,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,QMDXDUGSRCBUSF-UHFFFAOYSA-N,,https://doi.org/10.1016/j.molstruc.2019.127032,toluene,1,3.3457922262303157,3.3457922262303157,0.0,3.3457922262303157,3.3457922262303157,0.0,3.3457922262303157,general_only,C1CCC(C2CCC(C3CCC(C4CCC(C5CCC(C6CCC(C7CCCCC7)C6)C5)CC4)C3)C2)CC1,c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccccc7)s6)o5)cc4)o3)s2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00035,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,IHGVECDCVFCLEA-UHFFFAOYSA-N,,http://dx.doi.org/10.1016/j.dyepig.2016.11.056 | https://doi.org/10.1016/j.dyepig.2016.11.056,toluene,2,2.6814934262957495,2.6814934262957495,0.0,2.6814934262957495,2.6814934262957495,0.0,2.6814934262957495,general_only,CC1C(CC2CCCCC2)C(C)C2C3CCCCC3C(CCC3CCCCC3)C3CCCC1C32,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
